gender,age,grade_aggregate,dream_job,fav_sub1,fav_sub2,fav_sub3,interest,learning_style,selected_program
Male ,16,8,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,25,19,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts Full-Fee Paying
Female,24,11,Family Law Attorney,English Language,Mathematics,History,History,Logical,BSc. Family & Child Studies
Female,24,23,Art Therapist,Creative Arts,Psychology,Biology,Psychology,Verbal,Bachelor of Arts Full-Fee Paying
Female,17,19,Regulatory Affairs Specialist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering (Full-Feepaying)
Male ,20,6,Pediatric Surgeon,Biology,Chemistry,Physics,Science,Naturalistic,Bachelor of Surgery
Male ,30,16,Psychologist,Biology,English Language,Mathematics,Science,Verbal,BSc. Psychology
Male ,25,7,Anthropologist,Social Studies,History,English Language,Anthropology,Global,Bachelor of Arts (General Arts Background)
Female,25,22,Veterinarian,Biology,Chemistry,Mathematics,Animals,Kinesthetic,BSc. Biological Sciences
Female,31,12,Clinical Trial Manager,Biology,Chemistry,Physics,Science,Analytical,BSc. Biomedical Engineering (Full-Feepaying)
Male ,29,9,Research scientist,Biology,Chemistry,Physics,Science,Logical,BSc. Biological Sciences
Female,26,14,Cloud Architect,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology (Full-Feepaying)
Female,15,13,Registered Dietitian,Biology,Chemistry,Mathematics,Nutrition,Visual,BSc. Nutrition & Dietetics
Male ,26,15,Food Safety Specialist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Female,21,14,Farm Manager,Agricultural Science,Biology,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Male ,31,18,Research Scientist,Physics,Chemistry,Mathematics,Science,Analytical,BSc. Materials Science & Engineering (Full-Feepaying)
Female,24,17,Physicist,Mathematics,Physics,Chemistry,Science,Logical,BSc. Physical Sciences
Female,29,6,Public Relations Manager,English Language,Business,Social Studies,Communications,Verbal,BSc. Administration - Legon Campus
Female,27,19,Entrepreneur,Business,Economics,Mathematics,Business,Global,BSc. Administration - City Campus
Female,21,23,Biophysicist,Physics,Biology,Chemistry,Science,Analytical,BSc. Physical Sciences
Male ,15,6,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Female,19,10,Pediatric Physical Therapist,Biology,Social Studies,Chemistry,Science,Verbal,BSc. Physiotherapy
Female,14,11,Applications Architect,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Female,19,15,Director,Creative Arts,English Language,History,Arts,Visual,Bachelor of Fine Arts
Female,14,23,Consultant,Business,Mathematics,English Language,Business,Logical,BSc. Administration - City Campus
Male ,18,10,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts (General Arts Background)
Female,25,7,Real Estate Lawyer,English Language,Mathematics,Economics,Business,Sequential,Bachelor of Law
Male ,14,13,Irrigation Engineer,Mathematics,Physics,Chemistry,Agriculture,Logical,BSc. Agricultural Engineering
Female,17,7,Surgical Oncologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Surgery
Male ,30,14,Speech-language pathologist,Biology,English Language,Psychology,Linguistic,Auditory,BSc. Biological Sciences
Male ,23,6,Applications Architect,ICT,ICT,Mathematics,Technology,Logical,BSc. Computer Engineering
Female,23,10,Materials Testing Technician,Physics,Chemistry,Mathematics,Engineering,Kinesthetic,BSc. Materials Science & Engineering
Female,25,12,Parent Educator,English Language,Psychology,Education,Psychology,Social,BSc. Family & Child Studies
Male ,27,24,Museum Curator,General Knowledge in Art,History,Creative Arts,History,Visual,Bachelor of Arts Full-Fee Paying
Male ,17,7,DevOps Engineer,Mathematics,ICT,ICT,Technology,Analytical,BSc. Computer Engineering
Female,19,7,Dental Anesthesiologist,Biology,Chemistry,Physics,Science,Global,Bachelor of Dental Surgery
Female,22,6,Cloud Architect,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Male ,31,10,Nutritionist,Biology,Home Business Studies,Chemistry,Cooking,Analytical,BSc. Biological Sciences
Female,18,7,Corporate Lawyer,English Language,Mathematics,Economics,Business,Logical,Bachelor of Law
Male ,30,7,Veterinarian,Biology,Chemistry,Physics,Science,Naturalistic,Bachelor of Medicine
Female,22,9,Software Architect,Mathematics,ICT,Mathematics,Technology,Logical,BSc. Computer Engineering
Male ,30,8,Pharmaceutical Scientist,Biology,Chemistry,Physics,Science,Analytical,Doctor of Pharmacy
Male ,21,7,Systems Analyst,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Female,21,14,Advertising Manager,English Language,Business,Business,Marketing,Verbal,BSc. Administration - Legon Campus (Full-Fee Paying)
Female,29,7,User Interface Designer,Creative Arts,ICT,English Language,Arts,Visual,BSc. Computer Engineering
Male ,28,14,Data Scientist,ICT,Mathematics,Physics,Science,Analytical,BSc. Information Technology (Full-Feepaying)
Female,20,9,Laboratory Director,Biology,Chemistry,Business,Science,Logical,BSc. Medical Laboratory Sciences
Male ,19,11,Data Scientist,Mathematics,Mathematics,ICT,Science,Analytical,BSc. Mathematical Sciences
Male ,26,9,Periodontist,Biology,Chemistry,Physics,Science,Reflective,Bachelor of Dental Surgery
Male ,19,9,Nanotechnologist,Physics,Chemistry,Mathematics,Science,Global,BSc. Materials Science & Engineering
Female,14,8,Public Health Dentist,Biology,Chemistry,English Language,Science,Analytical,Bachelor of Dental Surgery
Male ,30,10,Dietitian,Biology,Chemistry,Home Economics,Nutrition,Visual,BSc. Nutrition & Dietetics
Male ,15,19,Art Director,Creative Arts,General Knowledge in Art,General Knowledge in Art,Arts,Visual,Bachelor of Arts City Campus
Male ,31,6,Dietitian,Biology,Chemistry,Home Economics,Nutrition,Visual,BSc. Nutrition & Dietetics
Male ,25,23,Agricultural Sales Representative,Business,Agricultural Science,Economics,Agriculture,Social,BSc. Agricultural Engineering (Full-Feepaying)
Female,26,12,Genetic counselor,Biology,Psychology,Chemistry,Science,Verbal,BSc. Biological Sciences
Female,30,8,Speech-language pathologist,Biology,English Language,Psychology,Linguistic,Auditory,BSc. Biological Sciences
Female,31,11,Foreign Language Teacher,French,Linguistics,Linguistics,Languages,Verbal,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,25,9,Sales Manager,Mathematics,Business,English Language,Business,Logical,BSc. Administration - Legon Campus
Female,23,7,Food Safety Inspector,Biology,Chemistry,Science,Science,Sequential,BSc. Nutrition & Dietetics
Male ,21,6,Product Development Scientist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Female,31,18,School Counselor,Social Studies,English Language,Religious and Moral Education,Psychology,Social,BSc. Education
Male ,29,7,Nurse Anesthetist,Biology,Chemistry,Physics,Science,Verbal,BSc. Nursing
Female,26,12,Genetic Counselor,Biology,Psychology,Social Studies,Science,Verbal,BSc. Biomedical Engineering (Full-Feepaying)
Male ,15,10,Information Security Analyst,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Male ,31,14,Soil Scientist,Biology,Chemistry,Physics,Agriculture,Verbal,BSc. Agricultural Engineering
Male ,20,17,Sales Manager,Mathematics,Business,English Language,Business,Logical,BSc. Administration - City Campus
Male ,25,8,Research and Development Scientist,Biology,Chemistry,Mathematics,Science,Analytical,Doctor of Pharmacy
Male ,24,7,Trauma Surgeon,Biology,Chemistry,Physics,Science,Verbal,Bachelor of Surgery
Female,15,13,IT Project Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Male ,23,10,Research Laboratory Technician,Biology,Chemistry,Physics,Science,Analytical,BSc. Medical Laboratory Sciences
Male ,31,9,Botanist,Biology,Agriculture Science,Chemistry,Plants,Spatial,BSc. Biological Sciences
Male ,19,22,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts Full-Fee Paying
Female,29,11,Product Development Engineer,Physics,Chemistry,Mathematics,Engineering,Logical,BSc. Materials Science & Engineering
Male ,24,13,Failure Analysis Engineer,Physics,Chemistry,Mathematics,Science,Reflective,BSc. Materials Science & Engineering
Female,27,13,Computer Systems Analyst,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,30,9,Applications Architect,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Female,26,6,Diagnostic Medical Sonographer,Biology,Physics,Chemistry,Science,Verbal,BSc. Diagnostic Radiography
Male ,21,23,Business Development Manager,Business,Economics,Mathematics,Business,Verbal,BSc. Administration - City Campus
Male ,21,14,Network and Computer Systems Administrator,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,25,10,IT Project Manager,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology
Female,17,12,Textile Designer,Creative Arts,General Knowledge in Art,English Language,Fashion,Visual,BSc. Food & Clothing
Male ,16,16,Product Development Scientist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Female,22,14,Technical Support Specialist,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,23,15,Respiratory Therapist,Biology,Chemistry,Physics,Music,Auditory,BSc. Respiratory Therapy
Male ,19,20,Public Relations Specialist,English Language,Social Studies,Business,Public Relations,Verbal,Bachelor of Arts Full-Fee Paying
Male ,22,6,Family Services Worker,English Language,Psychology,Social Studies,Psychology,Social,BSc. Family & Child Studies
Female,30,6,Oral and Maxillofacial Surgeon,Biology,Chemistry,Physics,Science,Logical,Bachelor of Dental Surgery
Female,14,11,Clinical Trial Manager,Biology,Chemistry,Physics,Science,Analytical,BSc. Biomedical Engineering (Full-Feepaying)
Male ,24,6,Agricultural Economist,Mathematics,Economics,Business,Agriculture,Logical,BSc. Agricultural Engineering
Female,20,12,Applications Architect,ICT,Mathematics,Physics,Technology,Logical,BSc. Information Technology
Female,30,12,Art Therapist,Creative Arts,Psychology,Biology,Psychology,Verbal,Bachelor of Arts (General Arts Background)
Female,22,6,Public Relations Manager,English Language,Business,Social Studies,Communications,Verbal,BSc. Administration - Legon Campus
Female,19,10,Network Security Engineer,Mathematics,Mathematics,ICT,Technology,Analytical,BSc. Mathematical Sciences
Male ,16,19,Historian,History,Social Studies,English Language,History,Verbal,Bachelor of Arts City Campus
Female,19,11,Veterinary Technician,Biology,Chemistry,Mathematics,Science,Kinesthetic,Doctor of Veterinary Medicine
Male ,23,7,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts (Business/Science/ Vocational Background)
Female,22,25,Journalist,English Language,Creative Arts,Social Studies,Journalism,Verbal,Bachelor of Arts - Distance Education
Female,27,15,Public Relations Specialist,English Language,English Language,Business,Communications,Verbal,BSc. Administration - City Campus
Female,29,19,Musician,Theater Arts,Creative Arts,English Language,Music,Auditory,Bachelor of Arts City Campus
Male ,14,9,Event Planner,Business,Creative Arts,English Language,Event Planning,Social,Bachelor of Arts (Business/Science/ Vocational Background)
Male ,14,29,Chief Executive Officer (CEO),Business,Mathematics,Economics,Business,Global,BSc. Administration - Distance Education
Female,25,6,Small Business Owner,Business,Business,Economics,Business,Global,BSc. Administration - Legon Campus
Male ,28,12,Musician,Theater Arts,English Language,Mathematics,Music,Auditory,Bachelor of Fine Arts
Male ,16,6,Meteorologist,Mathematics,Physics,Geography,Science,Analytical,BSc. Physical Sciences
Male ,24,7,Chief Operating Officer (COO),Business,Economics,Mathematics,Business,Logical,BSc. Administration - Legon Campus
Female,21,8,Development Operations Manager,Mathematics,ICT,Mathematics,Technology,Analytical,BSc. Computer Engineering
Male ,17,14,Food Service Manager,Business,Home Economics,Agriculture Science,Cooking,Social,BSc. Nutrition & Dietetics
Female,17,13,Cloud Architect,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology (Full-Feepaying)
Female,19,12,Family Therapist,English Language,Psychology,Social Studies,Psychology,Social,BSc. Family & Child Studies
Male ,18,10,Biomechanical Engineer,Mathematics,Physics,Biology,Science,Analytical,BSc. Biomedical Engineering
Male ,21,9,User Experience Designer,Creative Arts,ICT,English Language,Arts,Visual,BSc. Computer Engineering
Male ,30,6,Orthopedic Surgeon,Biology,Chemistry,Physics,Science,Sequential,Bachelor of Surgery
Male ,24,6,Food Scientist,Biology,Chemistry,Physics,Science,Logical,BSc. Nutrition & Dietetics
Male ,30,9,Information Systems Security Manager,ICT,Mathematics,Physics,Technology,Analytical,BSc. Information Technology
Female,23,8,Food Technologist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,21,9,Animal Welfare Specialist,Biology,Psychology,Science,Science,Social,Doctor of Veterinary Medicine
Male ,22,6,Bioinformatics Analyst,Biology,Mathematics,ICT,Technology,Logical,BSc. Biomedical Engineering
Male ,23,13,Manufacturing Manager,Mathematics,Physics,Chemistry,Food Science,Analytical,BSc. Food Process Engineering
Male ,21,7,Orthopedic Surgeon,Biology,Chemistry,Physics,Science,Sequential,Bachelor of Surgery
Male ,23,29,Human Resources Manager,Psychology,Economics,Mathematics,Business,Social,BSc. Administration - Distance Education
Female,23,14,Paleontologist,Science,Biology,Chemistry,Science,Verbal,BSc. Earth Sciences
Female,27,13,Painter,Creative Arts,English Language,General Knowledge in Art,Arts,Visual,Bachelor of Fine Arts
Male ,27,10,Product Development Scientist,Biology,Chemistry,Mathematics,Food Science,Analytical,BSc. Food Process Engineering
Male ,26,15,Agricultural Economist,Mathematics,Economics,Business,Agriculture,Logical,BSc. Agricultural Engineering
Female,19,8,Agricultural Production Manager,Agricultural Science,Biology,Chemistry,Environment,Logical,BSc. Agricultural Engineering
Female,18,8,Market Research Analyst,Mathematics,Mathematics,Business,Marketing,Logical,BSc. Administration - Legon Campus
Female,27,14,Technical Support Specialist,ICT,Mathematics,Business,Technology,Logical,BSc. Information Technology (Full-Feepaying)
Female,19,8,Product Manager,ICT,Business,Mathematics,Business,Analytical,BSc. Computer Engineering
Female,20,18,Materials Testing Technician,Physics,Chemistry,Mathematics,Engineering,Kinesthetic,BSc. Materials Science & Engineering (Full-Feepaying)
Female,15,15,Actor,English Language,Theater Arts,Creative Arts,Performing Arts,Kinesthetic,Bachelor of Arts (General Arts Background)
Male ,15,9,Research Scientist,Physics,Chemistry,Mathematics,Science,Analytical,BSc. Materials Science & Engineering
Female,22,24,Graphic Designer,Creative Arts,General Knowledge in Art,General Knowledge in Art,Graphic Design,Visual,Bachelor of Arts Full-Fee Paying
Female,28,13,Aquaculture Farmer,Agricultural Science,Biology,Chemistry,Environment,Verbal,BSc. Agricultural Engineering
Female,29,17,Chief Financial Officer (CFO),Business,Economics,Business,Business,Logical,BSc. Administration - City Campus
